Vehicle_Name,Type,Manufacturer,Model,Country,Introduced_Year,0-100_kph_(s),100-0_(m),Top_Speed_(kph),Curb_Weight_(kg),Wheelbase_(m),Length_(m),Width_(m),Height_(m),Engine,Displacement_(l),Power_(ps),Torque_(Nm),Engine_Layout,Wheel_Drive,Class,Trasmission_Name,Trasmission_Type,N_Trasmission
Dodge Viper SRT-10 Roadster,Car,Dodge,Viper SRT-10 Roadster,United States,2003.0,3.6,,315.0,1526.0,2.51,4.46,1.91,1.21,"Naturally Aspirated V-10, 2 valves per cylinder",8.3,517.0,725.0,Front,Rear,Convertible,6 speed manual,Manual,6.0
Dodge Viper T/A,Car,Dodge,Viper T/A,United States,2015.0,,,,,,,,,V10,8.4,654.0,816.0,Front,Rear,Coupe,6 speed manual,Manual,6.0
Dome  85C,Car,Dome ,85C,Japan,,,,301.0,850.0,,,,,Toyota 4T-GT 2.1 L Turbo I4,2.1,500.0,,Middle,Rear,Coupe,5-speed Manual,Manual,5.0
Dome  RC82,Car,Dome ,RC82,Japan,,,,,903.0,,,,,Cosworth DFL 3.3L V8,3.3,490.0,,Middle,Rear,Coupe,5-speed Manual,Manual,5.0
Dome  RL80,Car,Dome ,RL80,Japan,,,,343.0,736.0,,,,,Cosworth DFV 3.0L V8,3.0,,,Middle,Rear,Coupe,Hewland 5-speed Manual,Manual,5.0
Dome  RL80/81,Car,Dome ,RL80/81,Japan,,,,,836.0,,,,,Cosworth DFV 3.0L V8,3.0,480.0,,Middle,Rear,Coupe,Hewland 5-speed Manual,Manual,5.0
Dome  S101,Car,Dome ,S101,Japan,,,,,912.0,,,,,V10 DOHC,4.0,608.0,475.0,Middle,Rear,Coupe,Xtrac 6 speed Sequential,Sequential,6.0
Dome  S102,Car,Dome ,S102,Japan,,,,,900.0,,,,,Judd V10,5.5,659.0,658.0,Middle,Rear,Coupe,Xtrac 6 speed Sequential,Sequential,6.0
Donkervoort D8 180 R,Car,Donkervoort,D8 180 R,Netherlands,,5.0,,210.0,630.0,2.3,3.41,1.73,1.1,"4 cyl, 20v",1.8,182.0,235.0,Front,Rear,Open-wheeler,5,Other,5.0
Donkervoort D8 180R,Car,Donkervoort,D8 180R,Netherlands,2001.0,4.6,,230.0,675.0,,,,,"Inline 4, Turbocharged, 20v",1.8,240.0,315.0,Front,Rear,Open-wheeler,5,Other,5.0
Donkervoort D8 GTO,Car,Donkervoort,D8 GTO,Netherlands,2012.0,3.0,,255.0,695.0,,3.74,1.85,1.14,Inline 5 with turbo,2.5,340.0,450.0,Front,Rear,Open-wheeler,5 mt,Other,5.0
Donkervoort D8 GTO ,Car,Donkervoort,D8 GTO Performance,,,2.8,,270.0,695.0,,,,,,2.5,380.0,475.0,Front,Rear,Open-wheeler,,Other,
Donkervoort D8 RS,Car,Donkervoort,D8 RS,Netherlands,2005.0,,,,600.0,,,,,turbocharged audi R4,1.8,350.0,,Front,Rear,Open-wheeler,5 speed manual,Manual,5.0
E 350 CDI Cabriolet,Car,Mercedes-Benz,E 350 CDI Cabriolet,Germany,2009.0,6.8,,250.0,1770.0,,,,,Diesel V6 with turbo,3.0,231.0,540.0,Front,Rear,Convertible,7G-Tronic,Other,7.0
E 63 AMG S 4Matic+,Car,Mercedes-Benz,E 63 AMG S 4Matic+ (W213),Germany,2016.0,3.2,33.0,300.0,2053.5,,,,,V8 twin turbo,4.0,612.0,850.0,Front,All,4-door saloon,9 speed automatic,Automatic,9.0
E 63 AMG S 4Matic+ T,Car,Mercedes-Benz,E 63 AMG S 4Matic+ T (S213),Germany,2017.0,3.2,33.0,290.0,2097.0,,,,,"V8, biturbo, DI, 32 valves, DOHC",4.0,612.0,850.0,Front,All,Estate/wagon,9 speed automatic,Automatic,9.0
E 63 AMG S T-Modell,Car,Mercedes-Benz,E 63 AMG S T-Modell,Germany,2013.0,,,280.0,,2.87,4.9,1.87,1.52,V8 Biturbo,5.5,585.0,800.0,Front,Rear,Estate/wagon,7 gears automatic,Automatic,7.0
E120 Corolla Sportivo SX6,Car,Toyota,E120 Corolla Sportivo SX6,Japan,2003.0,8.5,,218.0,1223.0,2.6,4.39,1.77,1.45,Naturally Aspirated VVTL-i 2ZZ-GE InLine-4,1.8,193.0,183.0,Front,Front,Compact,6-Speed Manual,Manual,6.0
E63 AMG  Package,Car,Mercedes-Benz,E63 AMG Performance Package,Germany,2011.0,4.2,35.0,300.0,1842.5,,,,,"twin-turbocharged and intercooled DOHC 32-valve V-8, aluminum block an",5.5,558.0,800.0,Front,Rear,4-door saloon,7-speed automatic with manual shifting mode,Automatic,7.0
E63s 4MATIC T-Modell,Car,Mercedes - AMG,E63s 4MATIC T-Modell (W213 Facelift),Germany,2021.0,3.4,,290.0,2133.0,2.94,5.01,2.06,1.47,M177 V8 Bi-Turbo,4.0,612.0,850.0,Front,All,Estate/wagon,9-Speed automatic transmission G-TRONIC,Automatic,9.0
EQE 53 AMG Dynamic Plus,Car,Mercedes-Benz,EQE 53 AMG Dynamic Plus,Germany,2022.0,3.2,35.0,240.0,2535.0,,,,,2 electric motors,,687.0,1000.0,Front,All,4-door saloon,1 speed,Other,1.0
EQS 53 AMG Dynamic Plus,Car,Mercedes-Benz,EQS 53 AMG Dynamic Plus,Germany,2022.0,3.2,35.0,250.0,2667.0,,,,,2 E-motors,,761.0,1020.0,Front,All,4-door saloon,1 speed,Other,1.0
Eagle Low Drag GT,Car,Eagle,Low Drag GT,United Kingdom,2013.0,,,260.0,1038.0,,,,,Inline 6,4.7,350.0,490.0,Front,Rear,Coupe,5 speed manual,Manual,5.0
Elemental RP1 (2.0 Ecoboost),Car,Elemental,RP1 (2.0 Ecoboost),United Kingdom,2016.0,,,,,,,,,Turbocharged Inline 4 Ford Ecoboost,2.0,304.0,,Middle,Rear,Open-wheeler,6 speed sequential manual Hewland JFR,Sequential,6.0
Elfin T5 Clubman,Car,Elfin,T5 Clubman,Australia,2008.0,3.9,,,750.0,,,,,L4,2.0,264.0,351.0,Front,Rear,Open-wheeler,6,Other,6.0
Elise Sport 240 Final Edition,Car,Lotus,Elise Sport 240 Final Edition,United Kingdom,2021.0,5.4,31.0,233.0,929.5,,,,,Inline 4 turbo,1.8,243.0,245.0,Middle,Rear,Convertible,6 speed manual,Manual,6.0
Elva GT 160,Car,Elva,GT 160,United Kingdom,1965.0,,,,,,,,,Inline 4,2.0,,,Middle,Rear,Coupe,4 speed manual,Manual,4.0
Epsilon Euskadi ee1 Judd,Car,Epsilon,Euskadi ee1 Judd,Spain,,,,,900.0,,,,,Judd V10,5.5,659.0,658.0,Middle,Rear,Coupe,Ricardo Paddle Operated 6 speed Sequential,Sequential,6.0
Evoque Si4 Prestige,Car,Range Rover,Evoque Si4 Prestige,United Kingdom,2012.0,7.6,,217.0,2000.0,,,,,4 cylinder turbocharged,2.0,241.0,340.0,Front,All,SUV/truck,6 speed automatic,Automatic,6.0
Exige Scura Special Edition,Car,Lotus,Exige Scura Special Edition,United Kingdom,2009.0,4.1,,245.0,923.0,,,,,Inline 4,1.8,264.0,236.0,Middle,Rear,Coupe,6-speed manual,Manual,6.0
F-Type R Convertible AWD,Car,Jaguar,F-Type R Convertible AWD,United Kingdom,2015.0,3.6,33.0,300.0,1800.5,,,,,"V8, supercharged, DI, 32 valves, DOHC",5.0,550.0,680.0,Front,All,Convertible,8 speed automatic,Automatic,8.0
FPV BA GT-P,Car,FPV,BA GT-P,Australia,2003.0,6.1,,241.0,1785.0,,,,,V8,5.4,394.0,521.0,Front,Rear,4-door saloon,6-speed manual,Manual,6.0
FPV BF Mark II F6 Typhoon,Car,FPV,BF Mark II F6 Typhoon,Australia,2006.0,5.1,,271.0,1804.0,2.83,4.96,1.86,1.44,TurboCharged Ford Barra 310T InLine-6,4.0,370.0,556.0,Front,Rear,4-door saloon,Other,Other,
FPV BF Mark II Falcon GT,Car,FPV,BF Mark II Falcon GT,Australia,2005.0,5.0,,269.0,1823.0,2.83,4.94,1.86,1.44,Naturally Aspirated Ford Boss 290 V8,5.4,400.0,522.0,Front,Rear,4-door saloon,Other,Other,
FPV F6,Car,FPV,F6,Australia,2008.0,4.8,,250.0,1815.0,,,,,"In-Line 6, DOHC, 24v,Turbo",4.0,421.0,565.0,Front,Rear,4-door saloon,6 speed,Other,6.0
FPV FG GT-P,Car,FPV,FG GT-P,Australia,2008.0,4.8,,281.0,1824.0,2.84,4.97,1.87,1.45,Boss 315 V8,5.4,431.0,550.0,Front,Rear,4-door saloon,Other,Other,
FPV Force 6 270,Car,FPV,Force 6 270,Australia,2007.0,5.4,,268.0,1813.0,2.83,4.95,1.86,1.44,FPV Barra InLine-6,4.0,367.0,550.0,Front,Rear,4-door saloon,ZF 6R 6-Speed Automatic,Automatic,6.0
Ferrari 246 SP,Car,Ferrari,246 SP,Italy,1961.0,,,,,,,,,V6,2.4,,,Front,Rear,Convertible,4 speed manual,Manual,4.0
"Ferrari 250 GT SWB ""Bread Van""",Car,Ferrari,"250 GT SWB ""Bread Van""",Italy,,,,,935.0,,,,,Ferrari 3.0L Tipo 168 V12,3.0,290.0,343.0,Front,Rear,Estate/wagon,5-speed Manual,Manual,5.0
Ferrari 250 GT Short Wheelbase,Car,Ferrari,250 GT Short Wheelbase,Italy,1960.0,8.0,61.0,242.0,1175.0,,,,,"24 valve, V12",3.0,281.0,275.0,Front,Rear,Coupe,4 speed manual,Manual,4.0
Ferrari 250 GTO,Car,Ferrari,250 GTO,Italy,1964.0,6.1,,280.0,1111.0,,,,,V12 SOHC 2 Valves / Cyl,3.0,304.0,293.0,Front,Rear,Coupe,5 Manual,Manual,5.0
Ferrari 250 GTO LMB (4713GT),Car,Ferrari,250 GTO LMB (4713GT),Italy,1963.0,,,,,,,,,V12,3.0,300.0,,Front,Rear,Coupe,5 speed manual,Manual,5.0
Ferrari 250 LM,Car,Ferrari,250 LM,Italy,,,,,950.0,,,,,3.3L Colombo V12,3.3,319.0,315.0,Middle,Rear,Coupe,5-speed Manual,Manual,5.0
Ferrari 250 P,Car,Ferrari,250 P,Italy,1963.0,,,,,,,,,V12,3.0,310.0,,Rear,Rear,Convertible,5 speed manual,Manual,5.0
Ferrari 250 TR/59,Car,Ferrari,250 TR/59,Italy,1959.0,,,,,,,,,V12,3.0,280.0,,Front,Rear,Convertible,4 speed manual,Manual,4.0
Ferrari 250 TR/60,Car,Ferrari,250 TR/60,Italy,,,,,,,,,,V12,3.0,,,Front,Rear,Convertible,6 speed manual,Manual,6.0
Ferrari 250 TRI/60,Car,Ferrari,250 TRI/60,Italy,,,,,,,,,,V12,3.0,,,Front,Rear,Convertible,6 speed manual,Manual,6.0
Ferrari 250 TRI/61,Car,Ferrari,250 TRI/61,Italy,1961.0,,,,,,,,,V12,3.0,315.0,,Front,Rear,Convertible,5 speed manual,Manual,5.0
Ferrari 268 SP,Car,Ferrari,268 SP,Italy,1962.0,,,,,,,,,V8,2.6,,,Front,Rear,Convertible,5 speed manual,Manual,5.0
Ferrari 275 GTB/C,Car,Ferrari,275 GTB/C,Italy,1966.0,,,,,,,,,V12,3.3,300.0,,Front,Rear,Coupe,5 speed manual,Manual,5.0
Ferrari 275 GTB/C Speciale,Car,Ferrari,275 GTB/C Speciale,Italy,1965.0,,,,,,,,,V12,3.3,280.0,,Front,Rear,Coupe,5 speed manual,Manual,5.0
Ferrari 275 P,Car,Ferrari,275 P,Italy,1964.0,,,,,,,,,V12,3.3,370.0,,Middle,Rear,Convertible,5 speed manual,Manual,5.0
Ferrari 275 P2,Car,Ferrari,275 P2,Italy,1965.0,,,,,,,,,V12,3.3,,,Middle,Rear,Coupe,5 speed manual,Manual,5.0
Ferrari 288 GTO,Car,Ferrari,288 GTO,Italy,1984.0,4.7,,306.0,1308.5,,,,,V8 DOHC 32V 2 IHI turbos,2.9,400.0,496.0,Middle,Rear,Coupe,5,Other,5.0
Ferrari 290 MM,Car,Ferrari,290 MM,Italy,,,,,898.0,,,,,3.5 L Tipo 130 Jano V12,3.5,350.0,315.0,Front,Rear,Convertible,4-speed manual,Manual,4.0
Ferrari 296 GTB,Car,Ferrari,296 GTB,Italy,2021.0,2.8,,330.0,1559.0,,,,,V6 twin turbo hybrid,3.0,830.0,740.0,Middle,Rear,Coupe,8 speed dual clutch automatic,Dual-Clutch,8.0
Ferrari 296 GTS,Car,Ferrari,296 GTS,Italy,2023.0,2.9,,330.0,,,,,,V6 hybrid,3.0,830.0,740.0,Middle,Rear,Coupe,8 speed dual clutch automatic,Dual-Clutch,8.0
Ferrari 308 GTBi,Car,Ferrari,308 GTBi,Italy,1981.0,7.2,,235.0,1330.0,,,,,V8 n/a DOHC,2.9,214.0,243.0,Middle,Rear,Coupe,5 speed stick,Other,5.0
Ferrari 308 GTSi,Car,Ferrari,308 GTSi,Italy,1981.0,7.8,,226.0,1435.5,,,,,DOHC V8,3.0,208.0,245.0,Middle,Rear,Coupe,,Other,
Ferrari 308GTB Quattrovalvole,Car,Ferrari,308GTB Quattrovalvole,Italy,1982.0,5.5,,258.0,1296.0,2.34,4.23,1.72,1.12,DOHC V8,2.9,243.0,260.0,Middle,Rear,Coupe,5 speed manuel,Other,5.0
Ferrari 312 B3,Car,Ferrari,312 B3,Italy,,,,,578.0,2.52,4.36,2.1,1.28,180 deg V12,3.0,495.0,320.0,Middle,Rear,Open-wheeler,5 speed manual,Manual,5.0
Ferrari 312P Coupé (420 PS),Car,Ferrari,312P Coupé (420 PS),Italy,,,,,878.0,,,,,Ferrari 3.0L V12,3.0,420.0,,Middle,Rear,Coupe,5-speed Manual,Manual,5.0
Ferrari 312P Coupé V2,Car,Ferrari,312P Coupé V2 (420 PS),Italy,,,,,812.0,,,,,Ferrari 3.0L V12,3.0,420.0,,Middle,Rear,Coupe,5-speed Manual,Manual,5.0
Ferrari 312PB-73,Car,Ferrari,312PB-73,Italy,,,,,692.0,,,,,3.0L DOHC Ferrari F12,3.0,460.0,,Middle,Rear,Convertible,5-speed Manual,Manual,5.0
Ferrari 330 GT 2+2 S1,Car,Ferrari,330 GT 2+2 S1,Italy,1964.0,6.3,62.0,246.0,1433.0,2.65,4.84,1.72,1.36,"V12, SOHC, 24v",4.0,300.0,326.0,Front,Rear,Coupe,4 speed manual,Manual,4.0
Ferrari 330 GTO,Car,Ferrari,330 GTO,Italy,1962.0,,,,,,,,,V12,4.0,,,Front,Rear,Coupe,5 speed manual,Manual,5.0
Ferrari 330 LMB,Car,Ferrari,330 LMB,Italy,1963.0,,,,,,,,,V12,4.0,400.0,,Front,Rear,Coupe,4 speed manual,Manual,4.0
Ferrari 330 TR/LM,Car,Ferrari,330 TR/LM,Italy,,,,,820.0,,,,,Ferrari 4.0L V12,4.0,360.0,,Front,Rear,Convertible,Tipo 568 5-speed Manual,Manual,5.0
Ferrari 330/P,Car,Ferrari,330/P,Italy,1964.0,,,,,,,,,V12,4.0,370.0,,Middle,Rear,Convertible,5 speed manual,Manual,5.0
Ferrari 330/P2,Car,Ferrari,330/P2,Italy,1965.0,,,,,,,,,V12,4.0,430.0,,Middle,Rear,Convertible,5 speed manual,Manual,5.0
Ferrari 330/P3,Car,Ferrari,330/P3,Italy,,,,,981.0,,,,,Ferrari 4.0L V12,4.0,450.0,,Middle,Rear,Coupe,5-speed Manual,Manual,5.0
Ferrari 348TB,Car,Ferrari,348TB,Italy,1989.0,5.4,43.0,278.0,1438.5,,,,,V8 n/a,3.4,295.0,323.0,Middle,Rear,Coupe,5 speed stick shift,Other,5.0
Ferrari 360 CS,Car,Ferrari,360 CS,Italy,2003.0,4.0,,312.0,1280.0,,,,,V8,3.6,425.0,373.0,Middle,Rear,Coupe,6 speed,Other,6.0
Ferrari 360 Modena,Car,Ferrari,360 Modena,Italy,1999.0,4.3,36.0,296.0,1441.0,2.6,4.48,1.92,1.21,V8,3.6,400.0,373.0,Middle,Rear,Coupe,6,Other,6.0
Ferrari 365 GT4 B/B,Car,Ferrari,365 GT4 B/B,Italy,1971.0,6.2,,303.0,1429.5,,,,,V12 n/a,4.4,360.0,410.0,Middle,Rear,Coupe,5 speed stick,Other,5.0
Ferrari 365 P2,Car,Ferrari,365 P2,United States,1965.0,,,,,,,,,V12,4.4,,,Middle,Rear,Convertible,5 speed manual,Manual,5.0
Ferrari 430 Scuderia,Car,Ferrari,430 Scuderia,Italy,2007.0,3.3,,320.0,1375.5,2.6,4.51,1.92,1.2,V8,4.3,510.0,470.0,Middle,Rear,Coupe,6,Other,6.0
Ferrari 456 GT,Car,Ferrari,456 GT,Italy,1992.0,5.0,36.0,302.0,1772.5,2.6,4.73,1.92,1.3,Ferrari V12 65° 48V,5.5,442.0,550.0,Front,Rear,Coupe,6,Other,6.0
Ferrari 458 Italia,Car,Ferrari,458 Italia,Italy,2009.0,3.1,33.0,330.0,1525.0,2.65,4.53,1.94,1.21,V8,4.5,570.0,540.0,Middle,Rear,Coupe,7 speed dual clutch,Dual-Clutch,7.0
Ferrari 458 Italia Spider,Car,Ferrari,458 Italia Spider,Italy,2010.0,3.3,,325.0,1365.0,2.65,4.53,1.94,1.21,V 8,4.5,570.0,540.0,Middle,Rear,Convertible,7 speed dual clutch,Dual-Clutch,7.0
Ferrari 458 Speciale,Car,Ferrari,458 Speciale,Italy,2013.0,3.0,30.0,325.0,1453.0,,,,,V8,4.5,605.0,540.0,Middle,Rear,Coupe,7-speed-double-clutch,Other,7.0
Ferrari 458 Speciale A,Car,Ferrari,458 Speciale A,Italy,2014.0,3.0,,,1340.0,,,,,V8,4.5,605.0,540.0,Middle,Rear,Convertible,7-speed-double-clutch,Other,7.0
Ferrari 488 GTB,Car,Ferrari,488 GTB,Italy,2015.0,2.8,30.0,335.0,1544.5,,,,,V8 twin turbo,3.9,670.0,760.0,Middle,Rear,Coupe,7 speed automatic,Automatic,7.0
Ferrari 488 Pista,Car,Ferrari,488 Pista,Italy,2018.0,2.7,30.0,342.0,1442.5,,,,,twin-turbocharged 32 valve V8,3.9,720.0,770.0,Middle,Rear,Coupe,7 speed dual clutch automatic,Dual-Clutch,7.0
Ferrari 488 Pista Spider,Car,Ferrari,488 Pista Spider,Italy,2018.0,2.9,,340.0,1485.0,,,,,V8 – 90° twin-turbo,3.9,720.0,770.0,Middle,Rear,Convertible,7 speed dual clutch automatic,Dual-Clutch,7.0
Ferrari 488 Spider,Car,Ferrari,488 Spider,Italy,2015.0,3.0,31.0,325.0,1650.0,,,,,V8 turbo,3.9,670.0,760.0,Middle,Rear,Convertible,,Other,
Ferrari 500 TRC,Car,Ferrari,500 TRC,Italy,,,,,798.0,,,,,2.0L Lampredi I4,2.0,191.0,205.0,Front,Rear,Convertible,4-speed manual,Manual,4.0
Ferrari 512 BBi,Car,Ferrari,512 BBi,Italy,1981.0,5.9,,288.0,1501.5,2.5,4.4,1.83,1.12,"Boxer 12, n/a, DOHC, 24v",4.9,340.0,451.0,Middle,Rear,Coupe,5 speed manual,Manual,5.0
Ferrari 512 TR,Car,Ferrari,512 TR,Italy,1991.0,4.5,45.0,316.0,1564.0,2.55,4.49,1.94,1.14,B12,4.9,428.0,488.0,Middle,Rear,Coupe,5 speed manual,Manual,5.0
Ferrari 512BB/LM,Car,Ferrari,512BB/LM (Series 2) (460 PS),Italy,,,,,1107.0,,,,,Ferrari 4.9L F12,4.9,460.0,455.0,Middle,Rear,Coupe,5-speed Manual,Manual,5.0
Ferrari 512M,Car,Ferrari,512M,Italy,,,,,943.0,,,,,5.0L 60° Ferrari V12,5.0,550.0,,Middle,Rear,Coupe,5-speed Manual,Manual,5.0
Ferrari 550 Maranello,Car,Ferrari,550 Maranello,Italy,1996.0,4.4,38.0,320.0,1732.0,2.5,4.55,1.94,1.28,V12,5.5,486.0,568.0,Front,Rear,Coupe,6,Other,6.0
Ferrari 575 Maranello,Car,Ferrari,575 Maranello,Italy,2002.0,4.2,36.0,330.0,1760.0,2.5,4.55,1.94,1.28,V12,5.7,515.0,589.0,Front,Rear,Coupe,6 speed sequetial,Other,6.0
Ferrari 599 GTB Fiorano,Car,Ferrari,599 GTB Fiorano,Italy,2006.0,3.4,34.0,335.0,1775.5,2.75,4.67,1.96,1.31,V12,6.0,620.0,608.0,Front,Rear,Coupe,6 speed,Other,6.0
Ferrari 599 GTB Fiorano HGTE,Car,Ferrari,599 GTB Fiorano HGTE,Italy,2009.0,3.7,,332.0,1690.0,,,,,V12 48 valve DOHC,6.0,620.0,608.0,Front,Rear,Coupe,6,Other,6.0
Ferrari 599 GTO,Car,Ferrari,599 GTO,Italy,2010.0,3.8,39.0,335.0,1675.5,2.75,4.71,1.96,1.33,V12,6.0,670.0,620.0,Front,Rear,Coupe,,Other,
Ferrari 612 Scaglietti,Car,Ferrari,612 Scaglietti,Italy,2004.0,4.2,,320.0,1892.5,,,,,"V12, 48v",5.7,540.0,588.0,Front,Rear,Coupe,6,Other,6.0
Ferrari 812 Competizione,Car,Ferrari,812 Competizione,Italy,2021.0,2.9,,340.0,,,,,,V12,6.5,830.0,692.0,Middle,Rear,Coupe,7 speed Dual clutch,Dual-Clutch,7.0
Ferrari 812 Superfast,Car,Ferrari,812 Superfast,Italy,2017.0,2.9,31.0,342.0,1736.5,,,,,naturally aspirated V12,6.5,800.0,718.0,Front,Rear,Coupe,7 speed dual-clutch,Dual-Clutch,7.0
Ferrari California GT,Car,Ferrari,California GT,Italy,2009.0,3.9,35.0,312.0,1787.0,,,,,"V8, 32v",4.3,460.0,485.0,Front,Rear,Convertible,7,Other,7.0
Ferrari California T,Car,Ferrari,California T,Italy,2014.0,3.5,33.0,317.0,1816.5,,4.57,1.91,1.32,"90º V8  4 valves / cylinder, DOHC",3.9,560.0,755.0,Front,Rear,Convertible,7 speed Automatic,Automatic,7.0
Ferrari Dino 166 P,Car,Ferrari,Dino 166 P,Italy,1965.0,,,,,,,,,V6,1.6,,,Middle,Rear,Coupe,5 speed manual,Manual,5.0
Ferrari Dino 196 SP,Car,Ferrari,Dino 196 SP,Italy,1962.0,,,,,,,,,V6,2.0,210.0,,Middle,Rear,Convertible,5 speed manual,Manual,5.0
Ferrari Dino 206 S,Car,Ferrari,Dino 206 S,Italy,1966.0,,,,,,,,,V6,2.0,218.0,,Middle,Rear,Coupe,5 speed manual,Manual,5.0
Ferrari Dino 246 GTS,Car,Ferrari,Dino 246 GTS,Italy,1973.0,7.5,,228.0,1211.0,,,,,V6 DOHC n/a,2.4,195.0,227.0,Middle,Rear,Coupe,5 speed stick,Other,5.0
Ferrari Dino 308 GT4,Car,Ferrari,Dino 308 GT4,Italy,1976.0,6.4,,248.0,1236.0,,,,,Naturally Aspirated V8,3.0,255.0,285.0,Middle,Rear,Coupe,5-Speed Manual,Manual,5.0
Ferrari Enzo,Car,Ferrari,Enzo,Italy,2002.0,3.6,,355.0,1422.0,2.65,4.7,2.04,1.15,V12,6.0,660.0,657.0,Middle,Rear,Coupe,6 speed,Other,6.0
Ferrari F1-75,Car,Ferrari,F1-75,,,,,,,,,,,Ferrari V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
Ferrari F12 Berlinetta,Car,Ferrari,F12 Berlinetta,Italy,2012.0,3.0,31.0,345.0,1757.0,,,,,V12 6.3 litre,6.3,740.0,690.0,Front,Rear,Coupe,,Other,
Ferrari F12 TDF,Car,Ferrari,F12 TDF,Italy,2016.0,2.9,30.0,340.0,1520.0,,,,,V12,6.3,780.0,705.0,Front,Rear,Coupe,7 speed DCT,Other,7.0
Ferrari F355,Car,Ferrari,F355,Italy,1995.0,4.6,37.0,300.0,1423.0,2.45,4.25,1.9,1.17,"V8, 40V",3.5,380.0,363.0,Middle,Rear,Coupe,6 speed,Other,6.0
Ferrari F40,Car,Ferrari,F40,Italy,1987.0,4.0,37.0,327.0,1234.0,2.45,4.43,1.99,1.13,"twin turbo V8, 32 valves",2.9,478.0,575.0,Middle,Rear,Coupe,5 speed manual,Manual,5.0
Ferrari F430,Car,Ferrari,F430,Italy,2005.0,3.8,34.0,316.0,1483.0,2.6,4.51,1.92,1.21,"V8, 32v",4.3,490.0,465.0,Middle,Rear,Coupe,6 speed,Other,6.0
Ferrari F430 Spyder,Car,Ferrari,F430 Spyder,Italy,2005.0,4.0,,315.0,1561.0,2.6,4.51,1.92,1.23,"V8, 32v",4.3,489.0,465.0,Middle,Rear,Convertible,6,Other,6.0
Ferrari F50,Car,Ferrari,F50,Italy,1995.0,3.7,,326.0,1333.5,2.58,4.48,1.99,1.12,naturally aspirated 65 degree 60 valve V12,4.7,520.0,470.0,Middle,Rear,Coupe,6 speed manual,Manual,6.0
Ferrari F8 Tributo,Car,Ferrari,F8 Tributo,Italy,2019.0,2.8,31.0,340.0,1523.0,,,,,twin turbo V8,3.9,720.0,770.0,Middle,Rear,Coupe,7 speed dual clutch automatic,Dual-Clutch,7.0
Ferrari FF,Car,Ferrari,FF,Italy,2011.0,3.5,,340.0,1880.0,2.99,4.91,1.95,1.38,"V12, n/a, 48 valves, DOHC",6.3,660.0,683.0,Front,All,Coupe,7 speed double-clutch automatic,Automatic,7.0
Ferrari LaFerrari,Car,Ferrari,LaFerrari,Italy,2014.0,2.7,37.0,355.0,1616.5,2.65,4.7,1.99,1.12,V12,6.3,963.0,900.0,Middle,Rear,Coupe,7-speed DCT,Other,7.0
Ferrari SF1000,Car,Ferrari,SF1000,Italy,,,,,,,,,,Ferrari V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
Ferrari SF16-H,Car,Ferrari,SF16-H,Italy,,,,,,,,,,Ferrari V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
Ferrari SF21,Car,Ferrari,SF21,Italy,,,,,,,,,,Ferrari V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
Ferrari SF70H,Car,Ferrari,SF70H,Italy,,,,,,,,,,Ferrari V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
Ferrari SF71H,Car,Ferrari,SF71H,Italy,,,,,,,,,,Ferrari V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
Ferrari SF90,Car,Ferrari,SF90,Italy,,,,,,,,,,Ferrari V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
Ferrari SF90 Spider,Car,Ferrari,SF90 Spider,Italy,2020.0,2.5,30.0,340.0,1670.0,,,,,V8 Twin Turbo,4.0,1000.0,800.0,Middle,All,Convertible,8 speed dual clutch automatic,Dual-Clutch,8.0
Ferrari SF90 Stradale,Car,Ferrari,SF90 Stradale,Italy,2019.0,2.2,30.0,340.0,1655.5,,,,,V8 twin turbocharged,4.0,1000.0,800.0,Middle,All,Coupe,8-speed dual-clutch,Dual-Clutch,8.0
Ferrari Testarossa,Car,Ferrari,Testarossa,Italy,1984.0,5.3,48.0,298.0,1669.0,,,,,"Flat 12, 48v",4.9,390.0,490.0,Middle,Rear,Coupe,5 Manual,Manual,5.0
Fiat 1100 TV,Car,Fiat,1100 TV,Italy,1953.0,24.5,,130.0,,,,,,Inline 4,1.1,50.0,77.0,Front,Rear,4-door saloon,4 speed manual,Manual,4.0
Fiat 1100/103H,Car,Fiat,1100/103H,Italy,,,,,,,,,,Inline 4,1.1,50.0,72.0,Front,Rear,Compact,4 speed manual,Manual,4.0
Fiat 124 Spider,Car,Fiat,124 Spider,Italy,2017.0,7.1,37.0,217.0,1139.0,,,,,4 cylinder Turbo,1.4,142.0,240.0,Front,Rear,Convertible,6 Speed Manual,Manual,6.0
